Quality Supplement Mfg,,,,,,,
On Hand,,,,,,,
 ,,,,,,,
Part Number,Description,Qty,,Location,Tracking,,
R994,Artichoke Flower Powder (Cynara Scolymus),2.225,kg,Stock Bin # D22,"ExpDate: 2022-10-10

Lot#: CCXJ-C-902819
",,
R172,Chromium Picolinate 11.7%,1.262,kg,Stock Bin # D23,"ExpDate: 2023-01-14

Lot#: 20210115
",,
R634,Opadry Orange 03B130037,24.87,kg,Stock Bin # D23,"ExpDate: 2022-03-25

Lot#: WP839750
",,
R707,Opadry Blue 03B10883,9.825,kg,Stock Bin # D23,"ExpDate: 2022-04-08

Lot#: WP825693
",,
R719,Opadry Brown 03B165003,5.3006,kg,Stock Bin # D23,"ExpDate: 2023-04-30

Lot#: WP833015
",,
R739,FD&C RED NO. 40 POWDER,2.05,kg,Stock Bin # D23,"ExpDate: 2025-03-19

Lot#: AZ3296
",,
R740,FD&C BLUE NO. 1 POWDER,0.638,kg,Stock Bin # D23,"ExpDate: 2023-11-08

Lot#: AY2946
",,
R742,FD&C YELLOW NO. 6 POWDER,0.967,kg,Stock Bin # D23,"ExpDate: 2023-12-26

Lot#: AY3861
",,
R560,Opadry White 03B18344,25.00,kg,Stock Bin # D24,"ExpDate: 2022-07-21

Lot#: WP829849
",,
R560,Opadry White 03B18344,350.00,kg,Stock Bin # D24,"ExpDate: 2022-10-01

Lot#: WP833014
",,
R869,Nutrafinish Dietary Supplement Yellow 145B120002,25.00,kg,Stock Bin # D24,"ExpDate: 2024-07-01

Lot#: WP836901
",,
R869,Nutrafinish Dietary Supplement Yellow 145B120002,204.845,kg,Stock Bin # D24,"ExpDate: 2022-01-18

Lot#: WP848367
",,
R869,Nutrafinish Dietary Supplement Yellow 145B120002,100.00,kg,Stock Bin # D24,"ExpDate: 2023-07-15

Lot#: WP843577
",,
R013,Maca Root Extract 0.6%,99.965,kg,Stock Bin # D25,"ExpDate: 2024-03-31

Lot#: 3002-226-030221
",,
R013,Maca Root Extract 0.6%,6.60,kg,Stock Bin # D25,"ExpDate: 2023-07-05

Lot#: MKT-200705
",,
R013,Maca Root Extract 0.6%,599.88,kg,Stock Bin # D25,"ExpDate: 2024-08-01

Lot#: MK-210802
",,
CS#5157,"Nattokinase 20,000 fu/g",9.757,kg,Stock Bin # D26,"ExpDate: 2023-08-31

Lot#: YN20170313A01
",,
R1204,Deglycyrrhizinated Licorice ≤3% Glycyrrhizin,10.667,kg,Stock Bin # D26,"ExpDate: 2023-01-20

Lot#: DGLB00719
",,
R1249,N-Acetyl L-Cysteine (Vegan),20.55,kg,Stock Bin # D26,"ExpDate: 2023-12-26

Lot#: C103-202101309F
",,
R1304,Resveratrol 98% (Japanese Knottwood) (Polygonum Cuspidatum),7.65,kg,Stock Bin # D26,"ExpDate: 2022-11-07

Lot#: 20201108
",,
R1344,Naringin (from Grapefruit extract),22.734,kg,Stock Bin # D26,"ExpDate: 2024-05-29

Lot#: 21053003
",,
R1347,Natural Lemon Lime Flavoring (OSF Flavors),16.70,kg,Stock Bin # D26,"ExpDate: 2022-02-16

Lot#: L021080010143
",,
R400,N-Acetyl L-Cysteine,3.82,kg,Stock Bin # D26,"ExpDate: 2023-04-14

Lot#: 201706122
",,
R009,Green Tea Leaf SE 50% EGCG,18.00,kg,Stock Bin # D27,"ExpDate: 2023-02-16

Lot#: GT202002016
",,
R1063,L Methylfolate Calcium Salt (5-MTHF),0.30,kg,Stock Bin # D27,"ExpDate: 2023-12-31

Lot#: LMF201233
",,
R1116,Anise Seed Extract 4:1,25.00,kg,Stock Bin # D27,"ExpDate: 2022-09-08

Lot#: SA19090700
",,
R1163,Black Elderberry std. to 13% anthocyanins(12:1 Extract),15.00,kg,Stock Bin # D27,"ExpDate: 2023-01-04

Lot#: 20010520
",,
R1194,Wildcrafted Linden Flower Powder,10.00,kg,Stock Bin # D27,"ExpDate: 2024-07-14

Lot#: M0014944
",,
R1218,Sodium Molybdate 1%,15.77,kg,Stock Bin # D27,"ExpDate: 2022-01-30

Lot#: 672782
",,
R1220,Organic Noni Fruit Powder (Morinda citrifolia) (USA origin),16.00,kg,Stock Bin # D27,"ExpDate: 2023-07-31

Lot#: CNLG-A-802094
",,
R1262,Stinging Nettle Root Extract 10:1,7.00,kg,Stock Bin # D27,"ExpDate: 2023-03-06

Lot#: QM-200307
",,
R137,CoQ10,1.079,kg,Stock Bin # D27,"ExpDate: 2023-03-31

Lot#: SBU-S030184
",,
R244,Copper Aminomin 10% Fine Powder,24.408,kg,Stock Bin # D27,"ExpDate: 2024-05-09

Lot#: TRF-20210510
",,
R405,Aloe Vera Powder 200:1,2.60,kg,Stock Bin # D27,"ExpDate: 2024-04-30

Lot#: NIGAV200-1-2104V4371602
",,
R405,Aloe Vera Powder 200:1,17.00,kg,Stock Bin # D27,"ExpDate: 2023-05-30

Lot#: NIGAV200-1-2005V563099
",,
R448,Tribulus Terrestris Fruit Powder,1.18,kg,Stock Bin # D27,"ExpDate: 2022-01-31

Lot#: 18-05-114
",,
R448,Tribulus Terrestris Fruit Powder,13.00,kg,Stock Bin # D27,"ExpDate: 2022-10-20

Lot#: GKP-2011174
",,
R465,Calcium Gluconate 9%,0.938,kg,Stock Bin # D27,"ExpDate: 2022-07-31

Lot#: 536077
",,
R615,Zinc Bisglycinate Chelate 20% TRAACS,1.503,kg,Stock Bin # D27,"ExpDate: 2023-04-28

Lot#: BN12000000598
",,
R615,Zinc Bisglycinate Chelate 20% TRAACS,2.677,kg,Stock Bin # D27,"ExpDate: 2022-11-01

Lot#: 752215
",,
R629,Eyebright Powder,75.00,kg,Stock Bin # D27,"ExpDate: 2024-01-03

Lot#: EOP20210104-1
",,
R1345,Bitter Melon Powder,5.60,kg,Stock Bin # D28,"ExpDate: 2024-03-31

Lot#: MCMP14120
",,
R826,Sodium Beta Hydroxybutyrate (BHB),39.845,kg,Stock Bin # D28,"ExpDate: 2024-05-26

Lot#: BS20210502
",,
R826,Sodium Beta Hydroxybutyrate (BHB),17.926,kg,Stock Bin # D28,"ExpDate: 2022-07-19

Lot#: DBS20190703
",,
R887,Passion Fruit Flavor - S&S (PA-18949),158.76,kg,Stock Bin # D28,"ExpDate: 2024-08-31

Lot#: 143213
",,
R026,Vitamin C (Ascorbic Acid),901.63,kg,Stock Bin # D3,"ExpDate: 2024-04-04

Lot#: 210405-C03
",,
R053,Hyaluronic Acid (Sodium Hyaluronate),5.00,kg,Stock Bin # D3,"ExpDate: 2023-01-17

Lot#: 2021012505
",,
R053,Hyaluronic Acid (Sodium Hyaluronate),12.857,kg,Stock Bin # D3,"ExpDate: 2023-01-24

Lot#: 2021020702
",,
R182,Juniper Berry Extract 4:1,18.28,kg,Stock Bin # D3,"ExpDate: 2024-05-05

Lot#: JC210505-4
",,
R185,Uva Ursi Powder,11.20,kg,Stock Bin # D3,"ExpDate: 2023-12-30

Lot#: UU201210
",,
R239,Vitamin E (d-alpha-tocopherol) Succinate (Natural),8.192,kg,Stock Bin # D3,"ExpDate: 2023-03-23

Lot#: VS1210200312
",,
R352,Fruit Punch Flavor (Gold Coast# 325224),12.421,kg,Stock Bin # D3,"ExpDate: 2022-01-22

Lot#: 316257
",,
R696,L-Citrulline DL-Malate 2:1,0.85,kg,Stock Bin # D3,"ExpDate: 2023-07-07

Lot#: IBCF180706
",,
R696,L-Citrulline DL-Malate 2:1,18.334,kg,Stock Bin # D3,"ExpDate: 2022-11-09

Lot#: 272204049
",,
R901,Cranberry Fruit Extract 50:1 (Vaccinium macrocarpon) 80 Mesh,2.634,kg,Stock Bin # D3,"ExpDate: 2023-04-29

Lot#: CMYJ-E-208143
",,
R910,Gynostemma Pentaphyllum Extract Gypenosides (Jiaogulan),15.315,kg,Stock Bin # D3,"ExpDate: 2025-07-09

Lot#: CP20200715
",,
R054,Bromelain 2400 GDU / g,6.72,kg,Stock Bin # D31,"ExpDate: 2022-11-30

Lot#: BO1/03LB/20
",,
R1239,Curcumin C3 Complex® (0330-Extract Powder),3.00,kg,Stock Bin # D31,"ExpDate: 2025-11-30

Lot#: J200782
",,
R1240,Citrus Bergamot Extract (Citrus bergamia) (30% Polyphenols),24.00,kg,Stock Bin # D31,"ExpDate: 2023-01-15

Lot#: FSG200116
",,
R1349,Omega-3 Powder (Yielding 50% Omega 3 Fatty Acids),2.70,kg,Stock Bin # D31,"ExpDate: 2024-06-14

Lot#: 2106161373
",,
R377,DiCalcium Phosphate Anhydrous,1.40,kg,Stock Bin # D31,"ExpDate: 2023-12-31

Lot#: 1628
",,
R377,DiCalcium Phosphate Anhydrous,25.00,kg,Stock Bin # D31,"ExpDate: 2023-03-15

Lot#: 21031601
",,
R699,BCAA 2:1:1 (Instant),24.00,kg,Stock Bin # D31,"ExpDate: 2022-11-19

Lot#: 374204141
",,
R699,BCAA 2:1:1 (Instant),22.80,kg,Stock Bin # D31,"ExpDate: 2023-09-22

Lot#: BFS20210502003
",,
R915,Fulvic Mineral Powder (MLG-50™) (40% Fulvic Acid / Humic Acid),22.90,kg,Stock Bin # D31,"ExpDate: 2025-03-31

Lot#: 20080
",,
R395,Pumpkin Seed Extract 10:1,688.00,kg,Stock Bin # D33,"ExpDate: 2024-05-03

Lot#: NGZ-210504
",,
R038,Chondroitin Sulfate (Bovine),108.28,kg,Stock Bin # D34,"ExpDate: 2024-08-31

Lot#: NIGCSB-2108V296221
",,
R1057,Calcium Glycinate 20%,14.675,kg,Stock Bin # D34,"ExpDate: 2024-07-31

Lot#: 07212104
",,
R1162,Magnesium Ascorbate 20%,23.03,kg,Stock Bin # D34,"ExpDate: 2023-01-31

Lot#: 1050909
",,
R283,White Kidney Bean Extract 20:1,11.60,kg,Stock Bin # D34,"ExpDate: 2024-01-20

Lot#: BYD-210121
",,
R474,Ginger Root Extract 4:1,17.28,kg,Stock Bin # D34,"ExpDate: 2023-08-09

Lot#: 20200810
",,
R171,Banaba PE 1%,4.80,kg,Stock Bin # D4,"ExpDate: 2023-08-31

Lot#: NIGBN1U-2008V4371504
",,
R309,Conjugated Linoleic Acid (CLA) 60%,8.26,kg,Stock Bin # D43,"ExpDate: 2022-10-11

Lot#: 5135-20201041
",,
R1045,Organic Virgin Coconut Oil Powder,6.24,kg,Stock Bin # D46,"ExpDate: 2022-03-25

Lot#: 237908520
",,
R1137,Organic Rhizoma Atractylodis Extract 4:1 (Atractylodes chinensis),7.977,kg,Stock Bin # D46,"ExpDate: 2022-03-11

Lot#: HK200312
",,
R1139,Organic Grape Seed Extract (95% Proanthocyanidins),2.52,kg,Stock Bin # D46,"ExpDate: 2022-02-01

Lot#: HK200302
",,
R1198,Coconut Oil Powder,8.465,kg,Stock Bin # D46,"ExpDate: 2022-06-25

Lot#: 16112
",,
R154,Wheatgrass Powder,9.00,kg,Stock Bin # D46,"ExpDate: 2023-10-13

Lot#: GCF-200618
",,
R804,Epimedium Extract (Horny Goat Weed Extract) 10:1,15.50,kg,Stock Bin # D46,"ExpDate: 2022-06-17

Lot#: EE19061810
",,
R837,Wheat Germ Powder,16.60,kg,Stock Bin # D46,"ExpDate: 2023-06-15

Lot#: 20210616
",,
R912,"Black Walnut Hull Powder (Organic, Green Harvested) (Juglans nigra)",18.33,kg,Stock Bin # D46,"ExpDate: 2023-03-20

Lot#: 96242-53
",,
R103,Pau D'Arco Powder,8.464,kg,Stock Bin # D5,"ExpDate: 2024-06-30

Lot#: SBU-S040239B
",,
R103,Pau D'Arco Powder,7.50,kg,Stock Bin # D5,"ExpDate: 2024-08-31

Lot#: NIGPDBP-1707V058517
",,
R1037,Witch Hazel Leaf Powder,10.00,kg,Stock Bin # D5,"ExpDate: 2022-05-20

Lot#: 94357-53
",,
R1061,HydroCurc� (Curcumin)�,1.238,kg,Stock Bin # D5,"ExpDate: 2023-01-22

Lot#: 20190123 05
",,
R1118,Chromium Chloride (India),0.625,kg,Stock Bin # D5,"ExpDate: 2024-07-31

Lot#: 549522
",,
R1221,Senna Leaf Extract (20% Sennosides),25.00,kg,Stock Bin # D5,"ExpDate: 2023-04-30

Lot#: 06420
",,
R1242,Korean Red Ginseng Extract (10% Ginsenosides),67.528,kg,Stock Bin # D5,,,
R1254,Galangal Root Extract 5:1 (Alpinia officinarum),7.353,kg,Stock Bin # D5,"ExpDate: 2023-09-30

Lot#: 200918
",,
R132,Burdock Root Powder,7.226,kg,Stock Bin # D5,"ExpDate: 2023-11-15

Lot#: CNBG-C-A007699
",,
R1327,Corydalis Yanhusuo Root 10:1 Extract,16.15,kg,Stock Bin # D5,"ExpDate: 2024-04-20

Lot#: COR20210421
",,
R1328,Angelica Danhurica Root 10:1 Extract,20.418,kg,Stock Bin # D5,"ExpDate: 2023-03-01

Lot#: AD20210302-R
",,
R1329,Boswellia Serrata Extract (gum) (20% AKBA) (ApresFlex®),5.10,kg,Stock Bin # D5,"ExpDate: 2023-09-30

Lot#: F20100120
",,
R145,Milk Thistle Extract 80% Silymarin,21.95,kg,Stock Bin # D5,"ExpDate: 2023-05-29

Lot#: SM200541A
",,
R145,Milk Thistle Extract 80% Silymarin,2.70,kg,Stock Bin # D5,"ExpDate: 2022-10-23

Lot#: 20191024
",,
R213,L-Glycine,5.00,kg,Stock Bin # D5,"ExpDate: 2022-07-25

Lot#: 20200726
",,
R215,Resveratrol 20%,15.00,kg,Stock Bin # D5,"ExpDate: 2023-03-11

Lot#: 210312
",,
R270,Boron Citrate 5%,2.80,kg,Stock Bin # D5,"ExpDate: 2022-07-31

Lot#: 561428
",,
R415,Tribulus Terrestris Extract 60%,2.00,kg,Stock Bin # D5,"ExpDate: 2022-07-21

Lot#: TE19072260
",,
R481,African Mango P.E. 4:1,7.80,kg,Stock Bin # D5,"ExpDate: 2023-12-31

Lot#: 201214
",,
R586,Huperzine A 1%,1.498,kg,Stock Bin # D5,"ExpDate: 2022-02-11

Lot#: H040.S01000.G0034.200212
",,
R597,Vitamin B6 Pyridoxal-5-Phosphate,19.11,kg,Stock Bin # D5,"ExpDate: 2022-11-22

Lot#: JWTMBL-T-112309
",,
R597,Vitamin B6 Pyridoxal-5-Phosphate,2.196,kg,Stock Bin # D5,"ExpDate: 2022-08-31

Lot#: C041802802
",,
R627,Chrysanthemum Flower Powder,0.081,kg,Stock Bin # D5,"ExpDate: 2022-05-31

Lot#: 18-05-105
",,
R657,Ginger Root Extract 10:1,3.30,kg,Stock Bin # D5,"ExpDate: 2024-12-19

Lot#: CSJ-A-712005
",,
R716,Panax Ginseng Root Extract 5% ginsenosides,1.881,kg,Stock Bin # D5,"ExpDate: 2022-08-31

Lot#: SB19-H091333
",,
R867,Phytoceramides (Rice) P.E. 10:1,7.85,kg,Stock Bin # D5,"ExpDate: 2022-02-01

Lot#: 20190215
",,
R987,"Green Tea Extract (98% Polyphenols, 70% EGCG, 80% Catechins, <1% Caffeine)",0.87,kg,Stock Bin # D5,"ExpDate: 2023-06-07

Lot#: GT202006009
",,
R988,Pygeum Bark Extract 3% Phytosterols GC 4:1,2.956,kg,Stock Bin # D5,"ExpDate: 2023-02-05

Lot#: CTGM-C-A002084
",,
R064,Povidone K30 (PVP),42.50,kg,Stock Bin # D6,"ExpDate: 2024-06-07

Lot#: YK001S210608A1P
",,
R070,PABA (Para-Aminobenzoic Acid),4.00,kg,Stock Bin # D6,"ExpDate: 2022-09-30

Lot#: SB20-H101643
",,
R072,Alpha Lipoic Acid (ALA),17.00,kg,Stock Bin # D6,"ExpDate: 2023-06-23

Lot#: TA210616
",,
R1036,Turmeric Root Extract 4:1 (Natural),4.00,kg,Stock Bin # D6,"ExpDate: 2022-07-18

Lot#: TUR10-200718
",,
R120,"Protease 100,000 HUT/g",14.323,kg,Stock Bin # D6,"ExpDate: 2022-04-26

Lot#: FP100-ED17
",,
R1250,Hovenia Dulcis (Standardized to 98% DHM),2.862,kg,Stock Bin # D6,"ExpDate: 2022-08-05

Lot#: DHM20200806
",,
R1273,L-Leucine (fermented) (Origin: Non-Chinese),4.40,kg,Stock Bin # D6,"ExpDate: 2022-10-31

Lot#: 1439287101
",,
R1281,"Vitamin D3 Cholecalciferol (Origin: Non-Chinese) (100,000 IU/g)",3.00,kg,Stock Bin # D6,"ExpDate: 2022-10-31

Lot#: CWD1D20026
",,
R176,L-Glutathione (Reduced),6.124,kg,Stock Bin # D6,"ExpDate: 2023-08-28

Lot#: 200829
",,
R348,Reishi Mushroom Extract 4:1,14.00,kg,Stock Bin # D6,"ExpDate: 2022-02-21

Lot#: RM190222
",,
R446,Tongkat Ali Extract 100:1 (root),25.00,kg,Stock Bin # D6,"ExpDate: 2023-06-30

Lot#: 21070102
",,
R457,Malic Acid,12.35,kg,Stock Bin # D6,"ExpDate: 2022-05-12

Lot#: MA-202005-009
",,
R457,Malic Acid,24.845,kg,Stock Bin # D6,"ExpDate: 2024-02-12

Lot#: CS11659
",,
R472,Valerian Extract 4:1,19.22,kg,Stock Bin # D6,"ExpDate: 2023-04-01

Lot#: CXC-A-A002314
",,
R478,Black Pepper Extract Piperine 95%,21.713,kg,Stock Bin # D6,"ExpDate: 2024-08-07

Lot#: CHJJ-C-A161132
",,
R578,Chaste Berry Extract 4:1,14.90,kg,Stock Bin # D6,"ExpDate: 2022-05-01

Lot#: SB19-H060871
",,
R659,Ground Ivy Extract 5:1,2.961,kg,Stock Bin # D6,"ExpDate: 2023-07-20

Lot#: CCCT-C-A002697
",,
R737,Tongkat Ali Root Powder (Longjack Eurycoma powder),13.00,kg,Stock Bin # D6,"ExpDate: 2023-01-10

Lot#: CDGAL-C-A002040
",,
R840,Zinc Monomethionine 20%,16.00,kg,Stock Bin # D6,"ExpDate: 2022-09-30

Lot#: 0001004968
",,
R059,"Collagen Bovine Hydrolyzed (Type I, III) (Peptides)",18.50,kg,Stock Bin # D7,"ExpDate: 2022-05-03

Lot#: 20190504
",,
R755,Magnesium Glycinate 20%,29.773,kg,Stock Bin # D7,"ExpDate: 2023-05-31

Lot#: GMFA18006
",,
R1032,Iron (Ferrous Sulfate),15.00,kg,Stock Bin # D8,"ExpDate: 2022-08-31

Lot#: 67207-1810
",,
R1032,Iron (Ferrous Sulfate),27.00,kg,Stock Bin # D8,"ExpDate: 2022-06-30

Lot#: 1908416
",,
R108,Royal Jelly 3X,20.486,kg,Stock Bin # D8,"ExpDate: 2022-01-02

Lot#: NGRJP4-1902V095550
",,
R1091,Horsetail Extract 4:1,15.00,kg,Stock Bin # D8,"ExpDate: 2023-03-09

Lot#: WJ-200310
",,
R1200,iXOS™ (NLT 90% oligosaccharides and NLT 75% XOS),8.466,kg,Stock Bin # D8,"ExpDate: 2022-06-13

Lot#: 7623-06142020
",,
R1219,"Vitamin D2 (Ergocalciferol) 100,000 IU/g",2.543,kg,Stock Bin # D8,"ExpDate: 2022-01-31

Lot#: 20017
",,
R1252,Black Walnut Hull Powder [Green Harvested] (Juglans nigra),20.00,kg,Stock Bin # D8,"ExpDate: 2022-07-24

Lot#: 19F178-483
",,
R1307,Clove Extract 4:1 (Caryophyllus aromaticus),18.00,kg,Stock Bin # D8,"ExpDate: 2022-07-19

Lot#: CV20190720-1
",,
R1308,3nB® Celery Seed Extract (42.5% phthalides) (Apium graveolens),4.00,kg,Stock Bin # D8,"ExpDate: 2022-11-13

Lot#: 1013.10
",,
R1374,Mucuna pruriens powder,10.20,kg,Stock Bin # D8,"ExpDate: 2023-11-29

Lot#: CLD-E-A005688
",,
R194,White Kidney Bean Extract 4:1,2.00,kg,Stock Bin # D8,"ExpDate: 2022-03-19

Lot#: WK190320
",,
R212,"Vitamin A Acetate 500,000 IU / g",7.861,kg,Stock Bin # D8,"ExpDate: 2021-12-22

Lot#: 5111-1912002
",,
R365,Magnesium Chelate 40% Amino Acid,6.72,kg,Stock Bin # D8,"ExpDate: 2022-10-23

Lot#: T20191019
",,
R365,Magnesium Chelate 40% Amino Acid,15.00,kg,Stock Bin # D8,"ExpDate: 2024-05-31

Lot#: 05211105
",,
R458,Fumaric Acid,8.50,kg,Stock Bin # D8,"ExpDate: 2023-04-30

Lot#: 1807003
",,
R469,Yerba Mate Extract 4:1,2.30,kg,Stock Bin # D8,"ExpDate: 2023-08-18

Lot#: CMDC-C-A003510
",,
R510,Cordyceps Mushroom 7%,10.617,kg,Stock Bin # D8,"ExpDate: 2023-02-01

Lot#: NIGCRDY7-2001V255074
",,
R692,DiCreatine Malate,13.458,kg,Stock Bin # D8,"ExpDate: 2022-12-31

Lot#: 201202
",,
R700,Sodium Chloride,90.80,kg,Stock Bin # D8,"Lot#: 28918ACVAA
",,
R005,Stearic Acid,550.00,kg,Stock Bin # D9,"ExpDate: 2023-06-04

Lot#: LSB/21-7337
",,
R115,Maltodextrin,599.88,kg,Stock Bin # D9,"ExpDate: 2023-04-08

Lot#: 20040933
",,
CS#5216,Omnimin AC Mineral Complex,13.747,kg,Stock Bin # E1,"ExpDate: 2022-01-16

Lot#: 004-M02
",,
R1179,Cherry Flavor (Natural) - Osage FL11661,14.079,kg,Stock Bin # E1,"ExpDate: 2022-06-12

Lot#: 101-200507-336
",,
R1180,Lime Flavor (Natural) - Osage FL17231,17.248,kg,Stock Bin # E1,"ExpDate: 2022-05-31

Lot#: 101-200507-334
",,
R1255,Trypsin 1:25,19.20,kg,Stock Bin # E1,"ExpDate: 2023-08-30

Lot#: 030920
",,
R323,Magnolia Bark Extract Honokiol 2% HPLC,24.87,kg,Stock Bin # E1,"ExpDate: 2023-12-09

Lot#: CMO20201210
",,
R388,Calcium D-Glucarate,0.565,kg,Stock Bin # E1,"ExpDate: 2023-01-05

Lot#: TRF-1805V567508
",,
R402,Sodium Copper Chlorophyllin,18.898,kg,Stock Bin # E1,"ExpDate: 2023-05-19

Lot#: 20051911
",,
R917,Humate / Black Mineral Powder,12.426,kg,Stock Bin # E1,"ExpDate: 2022-07-24

Lot#: MSM-20019B
",,
R917,Humate / Black Mineral Powder,20.00,kg,Stock Bin # E1,"ExpDate: 2022-08-15

Lot#: 20190816
",,
R1002,Marigold Flower Powder (Conventional),6.21,kg,Stock Bin # E10,"ExpDate: 2023-04-23

Lot#: 18-03-080/0508-ER1140
",,
R1002,Marigold Flower Powder (Conventional),12.20,kg,Stock Bin # E10,"ExpDate: 2023-03-01

Lot#: CO/18-03-080
",,
R104,Cloves (stem) Powder,12.36,kg,Stock Bin # E10,"ExpDate: 2023-03-31

Lot#: SBT-S060494
",,
R1050,Valerian Root Powder,22.85,kg,Stock Bin # E10,"ExpDate: 2022-11-30

Lot#: NIGVALRP-2011V00719P
",,
R1106,Chamomile Flower Powder,4.87,kg,Stock Bin # E10,"ExpDate: 2023-05-21

Lot#: CYGJ-E-A001667
",,
R1106,Chamomile Flower Powder,0.549,kg,Stock Bin # E10,"ExpDate: 2022-07-11

Lot#: CYGJ-A-902590
",,
R1108,Lavender Flower Powder,21.821,kg,Stock Bin # E10,"ExpDate: 2022-12-31

Lot#: 19-12-207-ER1112
",,
R1111,Olive Leaf Powder,2.209,kg,Stock Bin # E10,"ExpDate: 2023-02-03

Lot#: CGLY-CA00279
",,
R1112,Oregano Leaf Powder,13.099,kg,Stock Bin # E10,"ExpDate: 2023-08-31

Lot#: 20-11-174-ER563
",,
R266,L-Lysine HCl,50.00,kg,Stock Bin # E10,"ExpDate: 2022-10-19

Lot#: CP0120102001
",,
R497,Goldenseal Herb Powder,0.032,kg,Stock Bin # E10,"ExpDate: 2022-01-03

Lot#: 2019032
",,
R497,Goldenseal Herb Powder,4.131,kg,Stock Bin # E10,"ExpDate: 2022-04-14

Lot#: 20200415
",,
R497,Goldenseal Herb Powder,12.36,kg,Stock Bin # E10,"ExpDate: 2024-01-31

Lot#: 010821
",,
R853,Oyster Meat 4:1 Powdered Extract,0.214,kg,Stock Bin # E10,"ExpDate: 2022-09-30

Lot#: OYM-18[-01-005-B
",,
R853,Oyster Meat 4:1 Powdered Extract,17.55,kg,Stock Bin # E10,"ExpDate: 2022-08-30

Lot#: 20200826
",,
CS#5259,Beef Liver,36.00,kg,Stock Bin # E11,"ExpDate: 2023-01-11

Lot#: 21PH31177014
",,
CS#5260,Beef Heart,4.50,kg,Stock Bin # E11,"ExpDate: 2022-12-21

Lot#: 21PH31/176546E
",,
CS#5260,Beef Heart,7.50,kg,Stock Bin # E11,"ExpDate: 2022-11-23

Lot#: PH31/175480 E
",,
CS#5260,Beef Heart,35.466,kg,Stock Bin # E11,"ExpDate: 2022-12-21

Lot#: 20PH31/176546
",,
CS#5261,Beef Kidney,1.00,kg,Stock Bin # E11,"ExpDate: 2024-01-20

Lot#: 2102302
",,
CS#5261,Beef Kidney,10.00,kg,Stock Bin # E11,"ExpDate: 2024-01-19

Lot#: M-2115208
",,
CS#5261,Beef Kidney,1.00,kg,Stock Bin # E11,"ExpDate: 2023-07-03

Lot#: 98384
",,
CS#5261,Beef Kidney,14.60,kg,Stock Bin # E11,"ExpDate: 2022-11-06

Lot#: 21PH31-174924 E
",,
CS#5261,Beef Kidney,9.00,kg,Stock Bin # E11,"ExpDate: 2023-02-05

Lot#: 21PH31-177968 E
",,
CS#5262,Beef Adrenal,12.00,kg,Stock Bin # E11,"ExpDate: 2023-01-31

Lot#: 208959
",,
CS#5263,Beef Brain,29.60,kg,Stock Bin # E11,"ExpDate: 2024-03-15

Lot#: M-2113807
",,
CS#5263,Beef Brain,6.00,kg,Stock Bin # E11,"ExpDate: 2024-03-15

Lot#: 2113807
",,
CS#5264,Beef Lung,37.50,kg,Stock Bin # E11,"ExpDate: 2022-08-15

Lot#: 98512
",,
CS#5267,Beef Pancreas,35.60,kg,Stock Bin # E11,"ExpDate: 2023-02-03

Lot#: 20PH31-177867 E
",,
CS#5268,Beef Spleen,35.60,kg,Stock Bin # E11,"ExpDate: 2023-11-04

Lot#: 202315
",,
CS#5269,Beef Bone (MCHA),11.866,kg,Stock Bin # E11,"ExpDate: 2022-07-22

Lot#: 92175
",,
CS#5270,Beef Marrow,16.00,kg,Stock Bin # E11,"ExpDate: 2023-07-12

Lot#: 21PH31-183168 E
",,
CS#5270,Beef Marrow,19.60,kg,Stock Bin # E11,"ExpDate: 2023-07-12

Lot#: PH31-183168
",,
CS#5271,Beef Cartilage,11.866,kg,Stock Bin # E11,"ExpDate: 2021-11-16

Lot#: 92149
",,
CS#5273,Beef Blood,11.866,kg,Stock Bin # E11,"ExpDate: 2022-09-19

Lot#: 20PH31-173331
",,
R1199,CoreBiome™,17.60,kg,Stock Bin # E11,"ExpDate: 2022-12-18

Lot#: 200618A
",,
R1313,Hydrolyzed Bovine Collagen Peptides (Nutra Food Ingredients),13.30,kg,Stock Bin # E11,"ExpDate: 2023-12-10

Lot#: C181211C3
",,
R1324,Cordyceps Mushroom 4:1 Extract,8.10,kg,Stock Bin # E11,"ExpDate: 2023-03-15

Lot#: CO200316
",,
R231,N-Acetyl L-Carnitine HCl,3.846,kg,Stock Bin # E11,"ExpDate: 2022-04-19

Lot#: ALC190501
",,
R417,Muira Puama Extract 10:1,23.80,kg,Stock Bin # E11,"ExpDate: 2023-08-15

Lot#: HHM-200816
",,
R417,Muira Puama Extract 10:1,99.88,kg,Stock Bin # E11,"ExpDate: 2024-04-19

Lot#: MPE-20210419
",,
R005,Stearic Acid,425.00,kg,Stock Bin # E12,"ExpDate: 2023-05-18

Lot#: LSB/21-7319
",,
R024,Guarana Seed Extract 22% Caffeine,23.80,kg,Stock Bin # E12,"ExpDate: 2023-11-30

Lot#: SB20-H121929
",,
R036,Methylsulfonylmethane (MSM 40 Mesh),118.21,kg,Stock Bin # E12,"ExpDate: 2023-05-30

Lot#: SBU-S090500
",,
R1166,"Omega-3 P-50 Powder (4% EPA + DHA, 49% Alpha Linolenic Acid) (Flaxseed Origin)",12.50,kg,Stock Bin # E12,"ExpDate: 2023-02-04

Lot#: 05215702
",,
